class,image_path,width,height,format
Citrus_Canker,rgb\Citrus_Canker\orig_01398.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01399.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01400.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01401.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01402.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01403.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01404.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01405.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01406.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01407.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01408.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01409.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01410.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01411.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01412.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01413.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01414.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01415.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01416.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01417.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01418.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01419.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01420.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01421.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01422.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01423.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01424.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01425.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01426.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01427.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01428.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01429.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01430.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01431.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01432.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01433.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01434.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01435.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01436.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01437.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01438.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01439.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01440.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01441.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01442.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01443.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01444.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01445.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01446.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01447.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01448.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01449.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01450.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01451.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01452.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01453.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01454.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01455.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01456.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01457.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01458.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01459.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01460.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01461.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01462.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01463.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01464.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01465.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01466.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01467.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01468.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01469.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01470.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01471.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01472.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01473.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01474.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01475.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01476.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01477.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01478.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01479.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01480.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01481.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01482.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01483.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01484.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01485.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01486.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01487.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01488.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01489.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01490.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01491.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01492.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01493.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01494.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01495.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01496.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01497.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01498.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01499.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01500.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01501.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01502.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01503.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01504.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01505.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01506.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01507.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01508.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01509.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01510.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01511.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01512.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01513.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01514.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01515.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01516.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01517.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01518.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01519.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01520.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01521.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01522.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01523.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01524.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01525.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01526.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01527.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01528.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01529.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01530.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01531.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01532.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01533.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01534.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01535.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01536.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01537.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01538.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01539.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01540.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01541.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01542.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01543.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01544.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01545.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01546.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01547.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01548.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01549.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01550.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01551.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01552.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01553.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01554.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01555.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01556.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01557.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01558.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01559.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01560.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01561.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01562.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01563.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01564.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01565.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01566.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01567.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01568.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01569.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01570.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01571.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01572.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01573.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01574.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01575.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01576.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01577.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01578.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01579.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01580.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01581.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01582.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01583.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01584.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01585.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01586.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01587.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01588.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01589.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01590.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01591.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01592.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01593.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01594.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01595.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01596.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01597.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01598.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01599.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01600.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01601.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01602.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01603.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01604.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01605.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01606.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01607.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01608.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01609.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01610.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01611.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01612.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01613.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01614.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01615.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01616.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01617.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01618.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01619.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01620.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01621.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01622.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01623.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01624.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01625.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01626.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01627.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01628.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01629.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01630.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01631.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01632.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01633.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01634.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01635.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01636.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01637.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01638.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01639.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01640.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01641.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01642.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01643.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01644.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01645.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01646.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01647.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01648.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01649.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01650.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01651.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01652.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01653.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01654.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01655.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01656.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01657.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01658.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01659.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01660.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01661.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01662.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01663.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01664.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01665.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01666.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01667.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01668.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01669.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01670.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01671.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01672.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01673.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01674.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01675.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01676.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01677.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01678.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01679.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01680.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01681.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01682.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01683.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01684.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01685.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01686.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01687.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01688.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01689.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01690.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01691.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01692.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01693.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01694.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01695.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01696.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01697.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01698.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01699.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01700.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01701.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01702.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01703.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01704.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01705.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01706.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01707.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01708.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01709.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01710.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01711.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01712.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01713.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01714.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01715.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01716.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01717.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01718.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01719.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01720.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01721.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01722.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01723.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01724.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01725.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01726.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01727.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01728.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01729.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01730.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01731.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01732.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01733.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01734.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01735.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01736.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01737.jpg,256,256,JPEG
Citrus_Canker,rgb\Citrus_Canker\orig_01738.jpg,256,256,JPEG
